Час вимірювання (локальний час CairCloud);Чорний вуглець, %;"QC (чорний вуглець)
";"Вихідна напруга (Uвих), мВ
";QC (вихідна напруга);Вхідна напруга (Uвх), мВ;QC (вхідна напруга);"Масова концентрація частинок PM??, мкг/м?
";"QC (PM??)
";"Масова концентрація частинок PM???, мкг/м?
";"QC (PM???)
";"Масова концентрація частинок PM?, мкг/м?
";"QC (PM?)
";"Температура повітря, °C
";"QC (температура повітря)
";"Відносна вологість повітря, %
";"QC (відносна вологість)
";"Оксиди озону та азоту (O?–NO?), ppb
";QC (O?–NO?);"Температура повітря, °C
";"QC (температура повітря)
";"Відносна вологість повітря, %


";"QC (відносна вологість)
";Атмосферний тиск, гПа;"QC (атмосферний тиск)
";"Озон (O?), ppb
";"QC (озон)
";"Діоксид сірки (SO?), ppb
";"QC (діоксид сірки)
";"Діоксид азоту (NO?), ppb
";"QC (діоксид азоту)
";"Оксид вуглецю (CO), ppb
";"QC (оксид вуглецю)
";"Швидкість вітру, м/с
";"QC (швидкість вітру)
";"Напрямок вітру, градуси
";QC (напрямок вітру)
(in display TZ);value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc
07.02.2025 00:30;95.69;A;4212.8;A;4211.67;A;31.08;A;26.53;A;18.32;A;4.19;A;55.52;A;25;A;-1.31;A;74.59;A;1033.08;A;19;A;0;A;6;A;110;A;0;A;83.33;A
07.02.2025 00:45;95.7;A;4213.8;A;4211.87;A;30.9;A;26.78;A;18.97;A;4.09;A;55.61;A;25;A;-1.42;A;75.17;A;1033.12;A;19;A;1;A;6;A;116;A;0;A;66.67;A
07.02.2025 01:00;95.71;A;4213.93;A;4212.07;A;33.96;A;28.93;A;20.51;A;4.01;A;56.36;A;24;A;-1.47;A;76.11;A;1033.25;A;18;A;1;A;6;A;121;A;0.33;A;66.67;A
07.02.2025 01:15;95.72;A;4213.93;A;4212.33;A;33.94;A;28.86;A;19.95;A;3.96;A;56.83;A;23;A;-1.51;A;76.33;A;1033.26;A;18;A;1;A;6;A;118;A;0.33;A;100;A
07.02.2025 01:30;95.72;A;4213.8;A;4211.67;A;33.64;A;28.44;A;19.83;A;3.9;A;57.21;A;24;A;-1.62;A;77.29;A;1033.3;A;18;A;1;A;6;A;118;A;0;A;180;A
07.02.2025 01:45;95.72;A;4213.8;A;4212.07;A;32.24;A;27.69;A;19.31;A;3.77;A;57.61;A;24;A;-1.8;A;78.24;A;1033.35;A;18;A;1;A;5;A;123;A;0;A;73.33;A
07.02.2025 02:00;95.62;A;4200.73;A;4196.8;A;30.45;A;26.72;A;18.36;A;3.61;A;57.95;A;24;A;-1.93;A;78.42;A;1033.33;A;18;A;1;A;5;A;119;A;0.33;A;123.33;A
07.02.2025 02:15;95.63;A;4212.8;A;4211.33;A;30.33;A;26.44;A;18.04;A;3.45;A;58.44;A;24;A;-1.99;A;78.49;A;1033.3;A;18;A;1;A;6;A;117;A;0.33;A;60;A
07.02.2025 02:30;95.66;A;4212.8;A;4211.27;A;30.34;A;26.66;A;17.93;A;3.36;A;58.84;A;23;A;-1.97;A;78.97;A;1033.23;A;18;A;1;A;5;A;116;A;0.33;A;90;A
07.02.2025 02:45;95.69;A;4213.8;A;4211.4;A;31.66;A;26.95;A;18.72;A;3.32;A;59.19;A;23;A;-1.97;A;79.29;A;1033.26;A;18;A;1;A;5;A;117;A;0.33;A;113.33;A
07.02.2025 03:00;95.7;A;4213.87;A;4211.93;A;30.86;A;26;A;18.21;A;3.36;A;59.47;A;23;A;-1.84;A;79.1;A;1033.31;A;18;A;1;A;6;A;109;A;0;A;60;A
07.02.2025 03:15;95.71;A;4210.27;A;4207.67;A;30.78;A;25.82;A;18;A;3.47;A;59.49;A;24;A;-1.7;A;78.65;A;1033.32;A;18;A;1;A;5;A;104;A;0;A;83.33;A
07.02.2025 03:30;95.62;A;4206.6;A;4203.8;A;30.59;A;26.22;A;17.87;A;3.59;A;59.63;A;23;A;-1.54;A;78.85;A;1033.3;A;19;A;1;A;5;A;104;A;0;A;86.67;A
07.02.2025 03:45;95.65;A;4212.8;A;4211.53;A;33.03;A;27.67;A;19.52;A;3.74;A;59.82;A;23;A;-1.39;A;79.24;A;1033.37;A;18;A;1;A;5;A;109;A;0;A;83.33;A
07.02.2025 04:00;95.68;A;4212.93;A;4211.6;A;33.14;A;24.69;A;20.16;A;3.89;A;59.99;A;23;A;-1.25;A;79.25;A;1033.29;A;18;A;1;A;5;A;108;A;0;A;190;A
07.02.2025 04:15;95.7;A;4213.6;A;4211.67;A;34.96;A;26.33;A;20.96;A;4.04;A;59.9;A;23;A;-1.11;A;79.1;A;1033.08;A;17;A;1;A;6;A;112;A;0;A;96.67;A
07.02.2025 04:30;95.71;A;4213.73;A;4212.13;A;35;A;26.65;A;20.84;A;4.19;A;59.91;A;23;A;-0.95;A;78.92;A;1033.08;A;17;A;1;A;6;A;110;A;0;A;90;A
07.02.2025 04:45;95.71;A;4213.8;A;4211.67;A;33.69;A;28.33;A;19.49;A;4.31;A;59.57;A;24;A;-0.83;A;78.54;A;1033.26;A;18;A;1;A;6;A;106;A;0;A;96.67;A
07.02.2025 05:00;95.72;A;4213.8;A;4212.13;A;31.11;A;26.42;A;18.28;A;4.43;A;58.98;A;25;A;-0.71;A;77.1;A;1033.36;A;20;A;1;A;5;A;101;A;0;A;110;A
07.02.2025 05:15;95.71;A;4206.6;A;4203.87;A;31.03;A;26.39;A;18.19;A;4.55;A;58.47;A;25;A;-0.65;A;76.9;A;1033.4;A;19;A;0;A;5;A;103;A;0;A;76.67;A
07.02.2025 05:30;95.61;A;4208.07;A;4206.13;A;31.72;A;26.67;A;18.24;A;4.64;A;57.99;A;25;A;-0.56;A;76.26;A;1033.43;A;20;A;0;A;5;A;107;A;0;A;36.67;A
07.02.2025 05:45;95.65;A;4212.8;A;4211.2;A;31.26;A;26.44;A;18.16;A;4.71;A;57.66;A;25;A;-0.48;A;75.52;A;1033.47;A;21;A;1;A;5;A;108;A;0;A;83.33;A
07.02.2025 06:00;95.68;A;4212.87;A;4211.4;A;29.9;A;25.32;A;17.38;A;4.78;A;56.78;A;26;A;-0.4;A;74.67;A;1033.52;A;21;A;0;A;4;A;107;A;1;A;120;A
07.02.2025 06:15;95.7;A;4213.6;A;4212.13;A;28.54;A;24.24;A;17.09;A;4.83;A;55.94;A;26;A;-0.4;A;73.56;A;1033.58;A;21;A;0;A;5;A;108;A;0.33;A;30;A
07.02.2025 06:30;95.71;A;4213.73;A;4211.6;A;29.64;A;24.74;A;16.45;A;4.86;A;54.99;A;27;A;-0.43;A;73.18;A;1033.63;A;22;A;1;A;5;A;106;A;0.33;A;30;A
07.02.2025 06:45;95.71;A;4213.73;A;4212;A;30.51;A;25.36;A;17.58;A;4.84;A;55.71;A;26;A;-0.42;A;74.43;A;1033.81;A;20;A;0;A;6;A;112;A;0.33;A;196.67;A
07.02.2025 07:00;95.72;A;4213.73;A;4212;A;30.5;A;25.29;A;18.09;A;4.83;A;55.97;A;26;A;-0.56;A;75.08;A;1034.09;A;20;A;0;A;6;A;117;A;0;A;46.67;A
07.02.2025 07:15;95.71;A;4206.47;A;4203.47;A;30.16;A;24.34;A;16.25;A;4.7;A;55.28;A;26;A;-0.85;A;73.77;A;1034.52;A;20;A;1;A;5;A;111;A;0;A;33.33;A
07.02.2025 07:30;95.6;A;4208.13;A;4206.33;A;25.42;A;20.2;A;13.88;A;4.46;A;53.35;A;27;A;-1.29;A;72.38;A;1034.75;A;22;A;0;A;5;A;104;A;0.67;A;106.67;A
07.02.2025 07:45;95.64;A;4212.87;A;4211.27;A;23.78;A;19.8;A;13.65;A;4.16;A;53.45;A;27;A;-1.41;A;72.86;A;1034.82;A;22;A;0;A;6;A;110;A;0;A;76.67;A
07.02.2025 08:00;95.67;A;4212.87;A;4211.6;A;25.54;A;20.07;A;13.9;A;3.98;A;53.57;A;27;A;-1.6;A;72.68;A;1034.8;A;22;A;0;A;5;A;119;A;0.33;A;66.67;A
07.02.2025 08:15;95.69;A;4213.33;A;4211.73;A;23.55;A;18.63;A;12.82;A;3.87;A;52.8;A;27;A;-1.7;A;71.48;A;1034.98;A;22;A;0;A;5;A;113;A;0.33;A;70;A
07.02.2025 08:30;95.7;A;4213.8;A;4211.6;A;23.38;A;17.33;A;11.63;A;3.75;A;51.65;A;28;A;-1.88;A;69.74;A;1035.47;A;23;A;0;A;5;A;107;A;0.67;A;96.67;A
07.02.2025 08:45;95.71;A;4213.73;A;4211.73;A;20.64;A;15.86;A;11.11;A;3.56;A;50.56;A;30;A;-1.92;A;68.76;A;1035.32;A;24;A;0;A;6;A;100;A;0.67;A;90;A
07.02.2025 09:00;95.71;A;4213.8;A;4211.47;A;22.36;A;16.65;A;11.46;A;3.81;A;50.09;A;26;A;-1.29;A;64.47;A;1035.32;A;22;A;0;A;3;A;120;A;0.67;A;76.67;A
07.02.2025 09:15;95.72;A;4213.87;A;4212.2;A;22.41;A;17.25;A;11.66;A;4.25;A;46.8;A;28;A;-1.48;A;62.56;A;1035.48;A;22;A;0;A;6;A;118;A;0.33;A;146.67;A
07.02.2025 09:30;95.72;A;4213.87;A;4212.53;A;23.82;A;17.31;A;11.76;A;4.33;A;45.78;A;28;A;-1.83;A;63.81;A;1035.61;A;22;A;0;A;6;A;119;A;0.67;A;63.33;A
07.02.2025 09:45;95.69;A;4199.93;A;4195.53;A;21.5;A;16.49;A;11.83;A;4;A;45.25;A;29;A;-2.43;A;64.26;A;1035.78;A;22;A;0;A;7;A;119;A;0.67;A;50;A
07.02.2025 10:00;95.53;A;4204.73;A;4202.67;A;23.85;A;17.36;A;11.71;A;3.43;A;46.03;A;28;A;-2.64;A;65.04;A;1035.94;A;22;A;0;A;6;A;115;A;0;A;73.33;A
07.02.2025 10:15;95.59;A;4212.4;A;4210.67;A;22.92;A;17.6;A;12.2;A;3.18;A;47.11;A;28;A;-2.29;A;64.76;A;1035.94;A;22;A;0;A;5;A;118;A;0.33;A;103.33;A
07.02.2025 10:30;95.64;A;4212.8;A;4211.67;A;25.76;A;19.25;A;13.11;A;3.46;A;47.89;A;25;A;-1.89;A;63.29;A;1035.8;A;21;A;0;A;4;A;128;A;0.67;A;43.33;A
07.02.2025 10:45;95.67;A;4212.87;A;4211.8;A;26.86;A;20.41;A;13.98;A;3.71;A;46.13;A;28;A;-2.12;A;63.68;A;1035.98;A;22;A;0;A;7;A;137;A;0;A;50;A
07.02.2025 11:00;95.69;A;4213.33;A;4212;A;25.57;A;19.99;A;13.58;A;3.68;A;46.73;A;27;A;-2.25;A;64.84;A;1035.99;A;21;A;1;A;6;A;122;A;0.67;A;113.33;A
07.02.2025 11:15;95.7;A;4213.73;A;4211.67;A;25.89;A;20;A;13.94;A;3.45;A;47.23;A;26;A;-2.38;A;65.24;A;1035.93;A;21;A;0;A;6;A;190;A;1;A;120;A
07.02.2025 11:30;95.71;A;4214;A;4212.13;A;24.1;A;18.39;A;12.71;A;3.31;A;47.24;A;26;A;-2.48;A;65.31;A;1035.96;A;22;A;0;A;4;A;127;A;0.33;A;73.33;A
07.02.2025 11:45;95.71;A;4213.73;A;4211.73;A;23.51;A;17.78;A;12.41;A;3.22;A;47.57;A;27;A;-2.48;A;65.32;A;1035.86;A;22;A;0;A;5;A;117;A;0.33;A;76.67;A
07.02.2025 12:00;95.71;A;4213.73;A;4211.47;A;24.57;A;18.2;A;12.26;A;3.17;A;47.81;A;26;A;-2.37;A;66.04;A;1035.71;A;22;A;0;A;5;A;118;A;0.33;A;53.33;A
07.02.2025 12:15;95.72;A;4213.87;A;4211.53;A;24.75;A;18.92;A;12.49;A;3.17;A;47.84;A;27;A;-2.37;A;64.44;A;1035.67;A;22;A;0;A;5;A;118;A;1;A;60;A
07.02.2025 12:30;95.72;A;4213.8;A;4211.8;A;22.63;A;17.46;A;12.09;A;3.16;A;47.6;A;27;A;-2.34;A;64.55;A;1035.89;A;;N;1;A;;N;200;A;0.33;A;80;A
07.02.2025 12:45;95.72;A;4213.73;A;4211.8;A;25.28;A;18.75;A;12.26;A;3.14;A;48.1;A;27;A;-2.32;A;65.35;A;1035.92;A;;N;1;A;;N;141;A;1;A;63.33;A
07.02.2025 13:00;95.72;A;4213.87;A;4211.47;A;22.38;A;16.77;A;11.3;A;3.11;A;48.86;A;26;A;-2.28;A;65.75;A;1035.74;A;22;A;0;A;4;A;110;A;1;A;120;A
07.02.2025 13:15;95.6;A;4186.87;A;4181.33;A;22.65;A;17.03;A;11.94;A;3.14;A;49.08;A;27;A;-2.23;A;66.92;A;1035.82;A;21;A;0;A;6;A;118;A;1;A;40;A
07.02.2025 13:30;95.5;A;4211.4;A;4210.2;A;21.98;A;16.78;A;11.69;A;3.18;A;49.92;A;26;A;-2.19;A;67.09;A;1035.83;A;22;A;0;A;5;A;111;A;0;A;63.33;A
07.02.2025 13:45;95.58;A;4212.4;A;4210.93;A;23.88;A;18;A;12.32;A;3.2;A;49.27;A;26;A;-2.29;A;65.72;A;1035.96;A;22;A;0;A;4;A;118;A;0;A;83.33;A
07.02.2025 14:00;95.63;A;4212.87;A;4211.47;A;23.02;A;17.69;A;12.26;A;3.22;A;48.69;A;27;A;-2.21;A;65.87;A;1035.99;A;22;A;0;A;5;A;125;A;0.33;A;76.67;A
07.02.2025 14:15;95.66;A;4212.93;A;4211.6;A;26.07;A;18.74;A;13.22;A;3.2;A;48.48;A;28;A;-2.11;A;65.38;A;1035.97;A;21;A;0;A;6;A;132;A;0;A;53.33;A
07.02.2025 14:30;95.68;A;4213.53;A;4211.33;A;23.84;A;18.21;A;12.89;A;3.19;A;49.68;A;26;A;-2.15;A;67.21;A;1036.04;A;21;A;0;A;5;A;127;A;0.33;A;70;A
07.02.2025 14:45;95.69;A;4213.73;A;4211.67;A;22.31;A;17.3;A;11.96;A;3.23;A;49.32;A;26;A;-2.19;A;65.95;A;1036.06;A;22;A;0;A;4;A;121;A;0.67;A;36.67;A
07.02.2025 15:00;95.7;A;4213.8;A;4211.8;A;25.8;A;19.67;A;13.37;A;3.2;A;49.2;A;27;A;-2.16;A;67.16;A;1036.17;A;21;A;0;A;6;A;141;A;0;A;46.67;A
07.02.2025 15:15;95.7;A;4213.93;A;4211.73;A;26.72;A;19.79;A;13.93;A;3.16;A;49.87;A;26;A;-2.2;A;66.73;A;1036.55;A;20;A;0;A;6;A;161;A;0.33;A;70;A
07.02.2025 15:30;95.71;A;4213.87;A;4211.93;A;29.08;A;22.7;A;15.16;A;3.15;A;50.11;A;26;A;-2.2;A;67.71;A;1036.53;A;19;A;0;A;7;A;171;A;1;A;113.33;A
07.02.2025 15:45;95.71;A;4213.8;A;4212.2;A;28.37;A;21.95;A;14.94;A;3.13;A;51.18;A;26;A;-2.33;A;70.09;A;1036.67;A;19;A;1;A;7;A;162;A;0.33;A;60;A
07.02.2025 16:00;95.71;A;4213.8;A;4211.73;A;32.54;A;24.64;A;16.93;A;3.11;A;52.81;A;26;A;-2.36;A;71.5;A;1036.72;A;19;A;0;A;8;A;188;A;0.67;A;20;A
07.02.2025 16:15;95.71;A;4213.87;A;4211.93;A;33.27;A;25.32;A;17.46;A;3.06;A;53.39;A;25;A;-2.3;A;72.67;A;1036.72;A;18;A;1;A;7;A;217;A;0;A;43.33;A
07.02.2025 16:30;95.71;A;4213.8;A;4211.47;A;33.25;A;25.79;A;17.89;A;3.05;A;55;A;25;A;-2.32;A;74.27;A;1036.85;A;17;A;1;A;8;A;205;A;0;A;56.67;A
07.02.2025 16:45;95.71;A;4213.8;A;4211.73;A;30.74;A;24.32;A;16.66;A;3.02;A;56.53;A;25;A;-2.41;A;76.14;A;1037;A;19;A;1;A;7;A;163;A;0.33;A;46.67;A
07.02.2025 17:00;95.71;A;4213.8;A;4211.4;A;32.6;A;25.06;A;17.01;A;2.97;A;57.15;A;25;A;-2.38;A;76.94;A;1036.98;A;18;A;1;A;7;A;170;A;0;A;93.33;A
07.02.2025 17:15;95.71;A;4213.93;A;4212.13;A;31.87;A;25.24;A;17.29;A;2.98;A;56.55;A;24;A;-2.3;A;74.7;A;1037.16;A;18;A;0;A;7;A;183;A;0.33;A;86.67;A
07.02.2025 17:30;95.71;A;4213.87;A;4212.2;A;32.94;A;26.04;A;17.96;A;3.01;A;56.23;A;25;A;-2.24;A;74.99;A;1037.18;A;18;A;1;A;7;A;166;A;0.33;A;110;A
07.02.2025 17:45;95.71;A;4213.6;A;4211.33;A;31.85;A;25.71;A;17.77;A;3.06;A;55.59;A;25;A;-2.23;A;73.24;A;1037.19;A;18;A;1;A;7;A;151;A;0.67;A;120;A
07.02.2025 18:00;95.71;A;4213.8;A;4211.8;A;27.01;A;20.68;A;14.81;A;3.09;A;53.35;A;25;A;-2.18;A;70.42;A;1037.27;A;18;A;0;A;8;A;137;A;1;A;190;A
07.02.2025 18:15;95.71;A;4213.8;A;4211.4;A;26.44;A;20.79;A;14.41;A;3.14;A;52.41;A;27;A;-2.14;A;70.21;A;1037.33;A;19;A;0;A;8;A;145;A;0.33;A;63.33;A
07.02.2025 18:30;95.71;A;4213.73;A;4211.33;A;28;A;21.68;A;14.6;A;3.12;A;52.63;A;26;A;-2.13;A;69.67;A;1037.45;A;19;A;0;A;7;A;131;A;1;A;90;A
07.02.2025 18:45;95.71;A;4213.73;A;4211.53;A;27.25;A;21.17;A;14.68;A;3.13;A;51.84;A;26;A;-2.24;A;69.81;A;1037.54;A;19;A;0;A;7;A;134;A;0;A;46.67;A
07.02.2025 19:00;95.71;A;4213.93;A;4212;A;30.92;A;24.83;A;16.65;A;3.11;A;52.21;A;25;A;-2.18;A;69.3;A;1037.58;A;18;A;1;A;7;A;139;A;0.33;A;70;A
07.02.2025 19:15;95.7;A;4213.87;A;4212;A;29;A;22.88;A;15.39;A;3.11;A;51.91;A;25;A;-2.26;A;69.43;A;1037.7;A;19;A;0;A;6;A;135;A;0.67;A;50;A
07.02.2025 19:30;95.7;A;4213.87;A;4212.27;A;31.02;A;23.36;A;16.09;A;3.04;A;51.91;A;25;A;-2.34;A;70.11;A;1037.69;A;18;A;1;A;7;A;142;A;0.33;A;40;A
07.02.2025 19:45;95.7;A;4213.87;A;4211.8;A;32.35;A;24.73;A;16.77;A;3.03;A;52.37;A;24;A;-2.27;A;70.04;A;1037.96;A;18;A;1;A;6;A;134;A;0.67;A;126.67;A
07.02.2025 20:00;95.7;A;4213.8;A;4212;A;31.88;A;25.49;A;17.53;A;3.03;A;52.69;A;24;A;-2.29;A;71;A;1037.86;A;19;A;1;A;5;A;137;A;0;A;96.67;A
07.02.2025 20:15;95.7;A;4213.8;A;4211.93;A;32.41;A;26.73;A;18.38;A;3.02;A;52.8;A;24;A;-2.28;A;71.2;A;1037.87;A;19;A;27;A;6;A;825;A;0.67;A;126.67;A
07.02.2025 20:30;95.7;A;4213.67;A;4211.93;A;32.94;A;26.36;A;17.92;A;3.03;A;53.25;A;24;A;-2.27;A;71.76;A;1037.76;A;19;A;9;A;6;A;274;A;0.33;A;73.33;A
07.02.2025 20:45;95.7;A;4213.8;A;4211.73;A;33.06;A;25.36;A;17.48;A;3.05;A;53.86;A;24;A;-2.22;A;72.17;A;1037.8;A;18;A;2;A;7;A;140;A;0.33;A;86.67;A
07.02.2025 21:00;95.7;A;4213.87;A;4212.07;A;35.16;A;27.68;A;19.01;A;3.11;A;54.48;A;24;A;-2.13;A;73.17;A;1037.8;A;18;A;2;A;6;A;141;A;0.33;A;63.33;A
07.02.2025 21:15;95.7;A;4213.93;A;4212.27;A;44.84;A;31.54;A;21.51;A;3.16;A;54.73;A;24;A;-2.07;A;73.11;A;1037.82;A;19;A;1;A;6;A;140;A;0.33;A;60;A
07.02.2025 21:30;95.7;A;4213.87;A;4211.73;A;36.95;A;29.44;A;20.34;A;3.21;A;54.98;A;25;A;-2.04;A;73.52;A;1037.93;A;18;A;1;A;6;A;140;A;0;A;70;A
07.02.2025 21:45;95.7;A;4213.73;A;4212.07;A;39.68;A;31.11;A;20.83;A;3.27;A;55.42;A;25;A;-1.9;A;73.77;A;1037.89;A;19;A;1;A;6;A;134;A;0.33;A;163.33;A
07.02.2025 22:00;95.7;A;4213.87;A;4212;A;38.88;A;30.81;A;21.2;A;3.33;A;55.69;A;25;A;-1.85;A;74.36;A;1038.03;A;18;A;1;A;7;A;129;A;0;A;103.33;A
07.02.2025 22:15;95.7;A;4213.87;A;4211.87;A;37.58;A;30.38;A;20.35;A;3.42;A;56.02;A;25;A;-1.82;A;74.42;A;1038.01;A;19;A;1;A;7;A;129;A;0;A;96.67;A
07.02.2025 22:30;95.69;A;4213.8;A;4211.87;A;35.34;A;28.23;A;19.74;A;3.48;A;55.89;A;27;A;-1.77;A;74.4;A;1038.11;A;20;A;0;A;7;A;118;A;0;A;30;A
07.02.2025 22:45;95.69;A;4213.8;A;4211.93;A;38.3;A;32.08;A;21.85;A;3.5;A;56.41;A;25;A;-1.74;A;74.87;A;1038.05;A;18;A;1;A;7;A;125;A;0.33;A;80;A
07.02.2025 23:00;95.69;A;4214;A;4212.33;A;36.97;A;29.27;A;19.98;A;3.55;A;55.8;A;26;A;-1.75;A;74.12;A;1038.07;A;20;A;0;A;7;A;115;A;0.67;A;60;A
07.02.2025 23:15;95.69;A;4213.73;A;4211.87;A;36.47;A;29.8;A;20.11;A;3.56;A;55.75;A;27;A;-1.79;A;74.75;A;1038.04;A;20;A;0;A;7;A;115;A;0.67;A;73.33;A
07.02.2025 23:30;95.69;A;4213.73;A;4212.13;A;40.87;A;32.06;A;21.28;A;3.56;A;56.26;A;27;A;-1.76;A;75.01;A;1038.15;A;19;A;0;A;8;A;114;A;0;A;53.33;A
07.02.2025 23:45;95.69;A;4213.73;A;4211.8;A;40.17;A;31.63;A;21.27;A;3.58;A;56.13;A;28;A;-1.72;A;74.81;A;1038.24;A;21;A;0;A;7;A;109;A;0.67;A;43.33;A
08.02.2025 00:00;95.69;A;4213.87;A;4212.07;A;38.35;A;30.49;A;20.82;A;3.5;A;56.44;A;27;A;-1.91;A;75.64;A;1038.34;A;22;A;0;A;6;A;106;A;0;A;56.67;A
08.02.2025 00:15;95.69;A;4213.8;A;4211.87;A;36.96;A;29.34;A;19.8;A;3.42;A;56.69;A;27;A;-1.98;A;75.8;A;1038.48;A;21;A;0;A;5;A;100;A;0.33;A;70;A
08.02.2025 00:30;95.69;A;4213.73;A;4211.93;A;32.31;A;26.46;A;18.32;A;3.37;A;55.82;A;27;A;-2.04;A;74.06;A;1038.56;A;21;A;0;A;6;A;101;A;0;A;156.67;A
08.02.2025 00:45;95.69;A;4213.8;A;4211.93;A;28.83;A;23.52;A;15.68;A;3.32;A;54.05;A;27;A;-2.14;A;72.08;A;1038.58;A;21;A;0;A;5;A;95;A;0.67;A;186.67;A
08.02.2025 01:00;95.68;A;4214;A;4212.2;A;27.5;A;22.28;A;15.2;A;3.27;A;53.35;A;27;A;-2.19;A;71.81;A;1038.59;A;23;A;0;A;5;A;91;A;1;A;133.33;A
08.02.2025 01:15;95.68;A;4213.8;A;4211.67;A;28.16;A;22.89;A;15.52;A;3.16;A;53.79;A;27;A;-2.17;A;72.7;A;1038.5;A;22;A;1;A;5;A;92;A;0;A;36.67;A
08.02.2025 01:30;95.68;A;4213.8;A;4211.87;A;29.17;A;23.92;A;16.14;A;3.15;A;54.22;A;27;A;-2.19;A;72.68;A;1038.72;A;21;A;0;A;5;A;91;A;1;A;110;A
08.02.2025 01:45;95.68;A;4213.8;A;4212.33;A;30.17;A;23.55;A;16.18;A;3.13;A;53.89;A;26;A;-2.25;A;71.89;A;1038.83;A;21;A;1;A;5;A;90;A;0.67;A;80;A
08.02.2025 02:00;95.58;A;4198.67;A;4195;A;28.02;A;22.51;A;15.7;A;3.09;A;53.04;A;27;A;-2.29;A;71.14;A;1038.83;A;22;A;0;A;5;A;86;A;0;A;46.67;A
08.02.2025 02:15;95.58;A;4212.73;A;4211.2;A;28.61;A;23.62;A;15.99;A;2.99;A;53.58;A;27;A;-2.38;A;72.53;A;1038.83;A;21;A;0;A;5;A;90;A;0;A;80;A
08.02.2025 02:30;95.62;A;4212.87;A;4211.27;A;31.51;A;24.51;A;16.53;A;2.95;A;53.86;A;27;A;-2.47;A;72.6;A;1038.92;A;21;A;0;A;6;A;85;A;0.33;A;116.67;A
08.02.2025 02:45;95.64;A;4213.47;A;4211.87;A;30.99;A;24.51;A;16.97;A;2.88;A;54.29;A;26;A;-2.5;A;73.29;A;1038.96;A;21;A;0;A;5;A;84;A;0;A;63.33;A
08.02.2025 03:00;95.65;A;4213.87;A;4211.87;A;32.04;A;25.2;A;17.16;A;2.88;A;54.58;A;27;A;-2.55;A;73.7;A;1038.96;A;22;A;0;A;5;A;89;A;1;A;13.33;A
08.02.2025 03:15;95.66;A;4213.93;A;4212.27;A;33.36;A;27.01;A;18.13;A;2.8;A;55.14;A;26;A;-2.57;A;74.52;A;1038.93;A;21;A;0;A;5;A;91;A;0.67;A;13.33;A
08.02.2025 03:30;95.67;A;4213.8;A;4212.2;A;33.72;A;27.81;A;18.8;A;2.77;A;55.66;A;26;A;-2.58;A;74.67;A;1038.82;A;20;A;0;A;5;A;93;A;0;A;146.67;A
08.02.2025 03:45;95.67;A;4213.87;A;4211.6;A;36.74;A;29.25;A;20.09;A;2.79;A;55.7;A;25;A;-2.56;A;74.24;A;1038.86;A;21;A;0;A;4;A;94;A;0;A;86.67;A
08.02.2025 04:00;95.67;A;4213.73;A;4211.67;A;36.95;A;28.97;A;19.76;A;2.79;A;55.75;A;26;A;-2.57;A;74.58;A;1038.9;A;20;A;0;A;5;A;95;A;0;A;80;A
08.02.2025 04:15;95.68;A;4213.73;A;4211.8;A;33.72;A;28.02;A;19.16;A;2.77;A;55.32;A;26;A;-2.6;A;74.23;A;1038.84;A;21;A;0;A;5;A;91;A;0.33;A;13.33;A
08.02.2025 04:30;95.68;A;4213.8;A;4211.33;A;36.9;A;29.88;A;19.68;A;2.73;A;55.57;A;26;A;-2.61;A;74.81;A;1038.88;A;20;A;0;A;6;A;92;A;0.33;A;80;A
08.02.2025 04:45;95.68;A;4213.87;A;4211.33;A;37.63;A;30.73;A;20.59;A;2.7;A;56.08;A;25;A;-2.65;A;75.65;A;1038.91;A;20;A;0;A;5;A;95;A;0.33;A;96.67;A
08.02.2025 05:00;95.68;A;4213.87;A;4211.93;A;35.82;A;29.28;A;19.59;A;2.67;A;55.88;A;25;A;-2.8;A;75.01;A;1038.9;A;20;A;0;A;5;A;91;A;0;A;50;A
08.02.2025 05:15;95.62;A;4192.73;A;4188;A;34.94;A;28.24;A;18.89;A;2.58;A;55.23;A;27;A;-2.96;A;74.94;A;1038.99;A;21;A;1;A;6;A;87;A;1.67;A;153.33;A
08.02.2025 05:30;95.5;A;4211.73;A;4210.13;A;34.61;A;28.01;A;18.46;A;2.44;A;55.81;A;26;A;-3.07;A;75.31;A;1039.07;A;21;A;0;A;5;A;85;A;0.33;A;33.33;A
08.02.2025 05:45;95.57;A;4212.73;A;4211;A;35.1;A;28.92;A;19.23;A;2.36;A;55.54;A;26;A;-3.13;A;74.82;A;1039.08;A;21;A;0;A;4;A;84;A;0.33;A;80;A
08.02.2025 06:00;95.61;A;4212.87;A;4211.07;A;36.62;A;29.74;A;19.57;A;2.25;A;55.73;A;26;A;-3.18;A;75.42;A;1039.31;A;21;A;0;A;5;A;87;A;0.67;A;30;A
08.02.2025 06:15;95.63;A;4213.2;A;4211.27;A;36.05;A;29.11;A;19.38;A;2.16;A;55.76;A;26;A;-3.3;A;75.42;A;1039.32;A;21;A;0;A;5;A;87;A;0;A;16.67;A
